"trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"Virus","1","1A",90,"S1A_13453765",13453765,1147,0.480819529206626,1103,1.72982801793963,7.73091039936194,0.223754762192355,0.822948131995055,0.0846275362314649,0.0289428735599914,0.129350871804508,7.62576449687065e-05,0
"Virus","1","1A",91,"S1A_13571640",13571640,1147,0.149084568439407,342,0.118879632031363,5.59863524061788,0.0212336805171546,0.983059247166487,0.00742030725221174,0.00379265295997587,0.178614958292878,6.86735300094397e-07,0
"Virus","1","1A",92,"S1A_13571687",13571687,1147,0.149084568439407,342,0.118879632031363,5.59863524061788,0.0212336805171546,0.983059247166487,0.00742030725221174,0.00379265295997587,0.178614958292878,6.86735300094397e-07,0
"Virus","1","1A",93,"S1A_13613610",13613610,1147,0.119442022667829,274,-5.15773629682443,4.97517314151734,-1.03669483455432,0.299878100097547,0.523055249325743,-0.208373619382852,0.200998029928867,0.00163696986228795,0
"Virus","1","1A",94,"S1A_13613625",13613625,1147,0.119442022667829,274,-5.15773629682443,4.97517314151734,-1.03669483455432,0.299878100097547,0.523055249325743,-0.208373619382852,0.200998029928867,0.00163696986228795,0
"Virus","1","1A",95,"S1A_13613627",13613627,1147,0.119442022667829,274,-5.15773629682443,4.97517314151734,-1.03669483455432,0.299878100097547,0.523055249325743,-0.208373619382852,0.200998029928867,0.00163696986228795,0
"Virus","1","1A",96,"S1A_13613666",13613666,1147,0.119442022667829,274,-5.15773629682443,4.97517314151734,-1.03669483455432,0.299878100097547,0.523055249325743,-0.208373619382852,0.200998029928867,0.00163696986228795,0
"Virus","1","1A",97,"S1A_13752974",13752974,1147,0.143853530950305,330,-0.0917711632280002,5.64835137388456,-0.0162474246294784,0.987037001064006,0.00566656662446409,-0.00287648971425525,0.177042810159359,4.02075746155097e-07,0
"Virus","1","1A",98,"S1A_13752991",13752991,1147,0.143853530950305,330,-0.0917711632280002,5.64835137388456,-0.0162474246294784,0.987037001064006,0.00566656662446409,-0.00287648971425525,0.177042810159359,4.02075746155097e-07,0
"Virus","1","1A",99,"S1A_13808755",13808755,1147,0.241935483870968,555,0.639312275243103,6.67546513241288,0.0957704463377251,0.92370288984658,0.0344676976649385,0.0143466326972048,0.149802295445223,1.39701747129521e-05,0
"Virus","1","1A",100,"S1A_14004998",14004998,1147,0.367044463818657,842,-0.40175858926546,7.53083676146338,-0.0533484660458091,0.957454264833642,0.0188819620118326,-0.00708400244695285,0.132787369010198,4.33493597482643e-06,0
"Virus","1","1A",101,"S1A_14023737",14023737,1147,0.390584132519616,896,1.02542288030681,7.7577190238402,0.13218097705725,0.894841147197909,0.0482540540902312,0.0170386394056095,0.128903869414051,2.66119519200175e-05,0
"Virus","1","1A",102,"S1A_14286319",14286319,1147,0.147776809067132,339,-0.129434744022053,5.80802217003203,-0.0222855113552949,0.982220206276888,0.00779113578750714,-0.00383702243257312,0.172175651318922,7.56456609737217e-07,0
"Virus","1","1A",103,"S1A_14289846",14289846,1147,0.149520488230166,343,-0.98516118619358,5.69373935815957,-0.173025339627071,0.862631509870209,0.0641746821594366,-0.0303887004204209,0.175631502795596,4.55993062512428e-05,0
"Virus","1","1A",104,"S1A_14289872",14289872,1147,0.223626852659111,513,-0.827876120851605,6.41317353344533,-0.12908992974136,0.897286490238204,0.0470688710422532,-0.0201288689707433,0.15592904118139,2.53818657938933e-05,0
"Virus","1","1A",105,"S1A_14289873",14289873,1147,0.223626852659111,513,-0.827876120851605,6.41317353344533,-0.12908992974136,0.897286490238204,0.0470688710422532,-0.0201288689707433,0.15592904118139,2.53818657938933e-05,0
"Virus","1","1A",106,"S1A_14331457",14331457,1147,0.239755884917175,550,-5.11866573774428,6.36103429646972,-0.804690793851728,0.420998133416928,0.375719829695271,-0.126503137123206,0.15720713855528,0.000986272400432792,0
"Virus","1","1A",107,"S1A_14387016",14387016,1147,0.255448997384481,586,3.46283355671223,6.62352355899333,0.522808370177901,0.601107614249614,0.221047770774276,0.0789320616921546,0.150977042822202,0.000416316744348691,0
"Virus","1","1A",108,"S1A_14387031",14387031,1147,0.255448997384481,586,3.46283355671223,6.62352355899333,0.522808370177901,0.601107614249614,0.221047770774276,0.0789320616921546,0.150977042822202,0.000416316744348691,0
"Virus","1","1A",109,"S1A_14484677",14484677,1147,0.0431560592850915,99,-5.34361381933199,3.64334188541477,-1.46667921578368,0.142463339429412,0.84629687973897,-0.402564256090041,0.274473280699584,0.00327649183419527,0
"Virus","1","1A",110,"S1A_15306172",15306172,1147,0.338273757628596,776,-7.36088457592999,7.41207519842177,-0.993093618032547,0.320664333814667,0.493949342188406,-0.133983208676027,0.134914983082326,0.00150217038789542,0
"Virus","1","1A",111,"S1A_15367384",15367384,1147,0.345248474280732,792,-9.14663571003748,7.3761130489939,-1.24003464281029,0.214962580930108,0.667637132223497,-0.168114918328079,0.135572759440882,0.00234210548410533,0
"Virus","1","1A",112,"S1A_15367397",15367397,1147,0.345248474280732,792,-9.14663571003748,7.3761130489939,-1.24003464281029,0.214962580930108,0.667637132223497,-0.168114918328079,0.135572759440882,0.00234210548410533,0
"Virus","1","1A",113,"S1A_15382411",15382411,1147,0.522667829119442,1095,-7.43199038161578,7.73738385950534,-0.960530137390769,0.336788470680475,0.472642784172249,-0.124141461097443,0.129242650766448,0.00140527333648358,0
"Virus","1","1A",114,"S1A_15382414",15382414,1147,0.522667829119442,1095,-7.43199038161578,7.73738385950534,-0.960530137390769,0.336788470680475,0.472642784172249,-0.124141461097443,0.129242650766448,0.00140527333648358,0
"Virus","1","1A",115,"S1A_15382427",15382427,1147,0.286835222319093,658,-2.91066340009464,7.09752393508613,-0.410095608935671,0.681735813710634,0.166383890557279,-0.0577800952397484,0.140894206084543,0.000256158665982882,0
"Virus","1","1A",116,"S1A_15382431",15382431,1147,0.286835222319093,658,-2.91066340009464,7.09752393508613,-0.410095608935671,0.681735813710634,0.166383890557279,-0.0577800952397484,0.140894206084543,0.000256158665982882,0
"Virus","1","1A",117,"S1A_15382433",15382433,1147,0.286835222319093,658,-2.91066340009464,7.09752393508613,-0.410095608935671,0.681735813710634,0.166383890557279,-0.0577800952397484,0.140894206084543,0.000256158665982882,0
"Virus","1","1A",118,"S1A_15395978",15395978,1147,0.323452484742807,742,-3.50430060895105,7.24081758026771,-0.483964769185841,0.62841087248278,0.20175630959892,-0.0668384148365671,0.138105951284444,0.000356751912651654,0
"Virus","1","1A",119,"S1A_15398412",15398412,1147,0.320401046207498,735,-4.00156403885527,6.91248502776596,-0.578889360741015,0.562663829493259,0.249751002308928,-0.0837454776995164,0.144665774462182,0.000510422664507574,0
"Virus","1","1A",120,"S1A_15419252",15419252,1147,0.591543156059285,937,-9.12507584512491,7.73363080616343,-1.17992131688683,0.238031510701848,0.623365547069177,-0.152570163544202,0.129305370926556,0.00212053238400667,0
"Virus","1","1A",121,"S1A_15419270",15419270,1147,0.422842197035745,970,-3.83745557222564,8.25512865475506,-0.464857149139065,0.642033758726148,0.192442135727058,-0.0563113148904471,0.121136815890081,0.000329137861819466,0
"Virus","1","1A",122,"S1A_15419273",15419273,1147,0.422842197035745,970,-3.83745557222564,8.25512865475506,-0.464857149139065,0.642033758726148,0.192442135727058,-0.0563113148904471,0.121136815890081,0.000329137861819466,0
"Virus","1","1A",123,"S1A_15588645",15588645,1147,0.119442022667829,274,-1.837575606193,5.31839655326449,-0.345513086094545,0.729708674052877,0.13685049125465,-0.0649656494460657,0.188026595983368,0.000181830953407947,0
"Virus","1","1A",124,"S1A_15593321",15593321,1147,0.120313862249346,276,-0.210575598959773,5.17558331430334,-0.0406863509235417,0.967545942971193,0.0143284037714338,-0.00786121069891776,0.193214936224943,2.52136834329258e-06,0
"Virus","1","1A",125,"S1A_15603982",15603982,1147,0.111595466434176,256,-4.01837908596325,4.93447623823706,-0.814347641361607,0.415445824421474,0.381485601696519,-0.165032234840095,0.202655753461946,0.00101008634547247,0
"Virus","1","1A",126,"S1A_15683201",15683201,1147,0.406713164777681,933,-4.48568502545592,8.09646699656914,-0.554029927789086,0.579558364075521,0.23690282213419,-0.0684286032443354,0.123510662172,0.000467525458786401,0
"Virus","1","1A",127,"S1A_15699469",15699469,1147,0.120313862249346,276,-1.77881306183373,5.37232039810444,-0.331107031974743,0.740563640203625,0.130437614520668,-0.0616320337282136,0.18613930776594,0.000166984293401033,0
